variation,accuracy,accuracy_female,accuracy_male,auroc,auroc_female,auroc_male,Recall,Precision,F1-score,best_params,best_score
0.00,0.7019230769230769,0.7115384615384616,0.6923076923076923,0.7477810650887574,0.7618343195266273,0.7411242603550295,0.75,0.6842105263157895,0.7155963302752294,"{'logistic__C': 0.5, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.7289719626168224
0.00,0.7019230769230769,0.6923076923076923,0.7115384615384616,0.7455621301775147,0.7529585798816568,0.7440828402366864,0.6730769230769231,0.7142857142857143,0.693069306930693,"{'logistic__C': 0.5, 'logistic__class_weight': 'balanced', 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l1', 'logistic__solver': 'liblinear'}",0.6355140186915887
0.00,0.6923076923076923,0.7115384615384616,0.6730769230769231,0.7559171597633135,0.7677514792899408,0.7514792899408285,0.7884615384615384,0.6612903225806451,0.7192982456140351,"{'logistic__C': 0.01, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'lbfgs'}",0.6448598130841121
0.00,0.7019230769230769,0.6923076923076923,0.7115384615384616,0.7518491124260355,0.7633136094674555,0.7426035502958579,0.6730769230769231,0.7142857142857143,0.693069306930693,"{'logistic__C': 0.05, 'logistic__class_weight': 'balanced', 'logistic__fit_intercept': False, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.7383177570093458
0.00,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.7444526627218935,0.75,0.7426035502958579,0.75,0.6724137931034483,0.7090909090909091,"{'logistic__C': 0.5, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l1', 'logistic__solver': 'liblinear'}",0.7289719626168224
0.25,0.6634615384615384,0.6538461538461539,0.6730769230769231,0.720414201183432,0.7248520710059172,0.7115384615384616,0.7692307692307693,0.6349206349206349,0.6956521739130435,"{'logistic__C': 0.5, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l1', 'logistic__solver': 'liblinear'}",0.7663551401869159
0.25,0.6730769230769231,0.6730769230769231,0.6730769230769231,0.7185650887573964,0.7189349112426036,0.7100591715976331,0.7307692307692307,0.6551724137931034,0.6909090909090909,"{'logistic__C': 0.5, 'logistic__class_weight': 'balanced', 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.7289719626168224
0.25,0.7019230769230769,0.7115384615384616,0.6923076923076923,0.7455621301775148,0.7618343195266273,0.7381656804733727,0.7307692307692307,0.6909090909090909,0.7102803738317757,"{'logistic__C': 0.01, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.616822429906542
0.25,0.6538461538461539,0.6346153846153846,0.6730769230769231,0.7267011834319527,0.7411242603550297,0.7041420118343196,0.7692307692307693,0.625,0.6896551724137931,"{'logistic__C': 0.05, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'lbfgs'}",0.719626168224299
0.25,0.6730769230769231,0.6730769230769231,0.6730769230769231,0.7455621301775148,0.7618343195266273,0.7366863905325444,0.7692307692307693,0.6451612903225806,0.7017543859649122,"{'logistic__C': 0.01, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'lbfgs'}",0.7570093457943925
0.50,0.6634615384615384,0.6153846153846154,0.7115384615384616,0.7474112426035503,0.7529585798816568,0.7529585798816567,0.7884615384615384,0.6307692307692307,0.7008547008547008,"{'logistic__C': 0.01, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'lbfgs'}",0.794392523364486
0.50,0.6730769230769231,0.6346153846153846,0.7115384615384616,0.7411242603550295,0.75,0.7366863905325444,0.7692307692307693,0.6451612903225806,0.7017543859649122,"{'logistic__C': 0.1, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'lbfgs'}",0.7009345794392523
0.50,0.6634615384615384,0.6346153846153846,0.6923076923076923,0.7237426035502958,0.7085798816568047,0.7440828402366864,0.6538461538461539,0.6666666666666666,0.6601941747572816,"{'logistic__C': 0.05, 'logistic__class_weight': 'balanced', 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l1', 'logistic__solver': 'liblinear'}",0.719626168224299
0.50,0.6538461538461539,0.6153846153846154,0.6923076923076923,0.7340976331360947,0.7352071005917159,0.7381656804733728,0.7307692307692307,0.6333333333333333,0.6785714285714286,"{'logistic__C': 0.5, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l1', 'logistic__solver': 'liblinear'}",0.7383177570093458
0.50,0.6634615384615384,0.6346153846153846,0.6923076923076923,0.7237426035502958,0.7085798816568047,0.7440828402366864,0.6538461538461539,0.6666666666666666,0.6601941747572816,"{'logistic__C': 0.05, 'logistic__class_weight': 'balanced', 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l1', 'logistic__solver': 'liblinear'}",0.7009345794392523
0.75,0.6634615384615384,0.6346153846153846,0.6923076923076923,0.7370562130177515,0.7381656804733727,0.7366863905325444,0.75,0.639344262295082,0.6902654867256637,"{'logistic__C': 0.05, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'lbfgs'}",0.8317757009345794
0.75,0.6634615384615384,0.6538461538461539,0.6730769230769231,0.7455621301775148,0.7455621301775148,0.7544378698224852,0.7884615384615384,0.6307692307692307,0.7008547008547008,"{'logistic__C': 0.01, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'lbfgs'}",0.7663551401869159
0.75,0.6442307692307693,0.6153846153846154,0.6730769230769231,0.7267011834319527,0.7292899408284024,0.7233727810650887,0.75,0.6190476190476191,0.6782608695652174,"{'logistic__C': 1, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.719626168224299
0.75,0.6634615384615384,0.6538461538461539,0.6730769230769231,0.7455621301775148,0.7455621301775148,0.7544378698224852,0.7884615384615384,0.6307692307692307,0.7008547008547008,"{'logistic__C': 0.01, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'lbfgs'}",0.7009345794392523
0.75,0.6634615384615384,0.6346153846153846,0.6923076923076923,0.7377958579881656,0.7396449704142011,0.7366863905325444,0.7115384615384616,0.6491228070175439,0.6788990825688074,"{'logistic__C': 0.05, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.7289719626168224
1.00,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.7329881656804734,0.7292899408284024,0.7366863905325444,0.6730769230769231,0.7,0.6862745098039216,"{'logistic__C': 0.05, 'logistic__class_weight': 'balanced', 'logistic__fit_intercept': False, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.6448598130841121
1.00,0.6057692307692307,0.5769230769230769,0.6346153846153846,0.7237426035502958,0.7218934911242604,0.7263313609467457,0.7307692307692307,0.5846153846153846,0.6495726495726496,"{'logistic__C': 5, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l1', 'logistic__solver': 'liblinear'}",0.8411214953271028
1.00,0.6442307692307693,0.6153846153846154,0.6730769230769231,0.7274408284023668,0.727810650887574,0.727810650887574,0.7115384615384616,0.6271186440677966,0.6666666666666666,"{'logistic__C': 0.1, 'logistic__class_weight': 'balanced', 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.6915887850467289
1.00,0.6634615384615384,0.6153846153846154,0.7115384615384616,0.7463017751479291,0.7455621301775148,0.7544378698224852,0.8076923076923077,0.6268656716417911,0.7058823529411765,"{'logistic__C': 0.01, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'lbfgs'}",0.719626168224299
1.00,0.6538461538461539,0.6153846153846154,0.6923076923076923,0.7222633136094675,0.7100591715976332,0.735207100591716,0.6538461538461539,0.6538461538461539,0.6538461538461539,"{'logistic__C': 0.1, 'logistic__class_weight': None, 'logistic__fit_intercept': False, 'logistic__max_iter': 50, 'logistic__penalty': 'l1', 'logistic__solver': 'liblinear'}",0.7757009345794392
0.00,0.6826923076923077,0.7307692307692307,0.6346153846153846,0.7396449704142012,0.7455621301775148,0.7514792899408285,0.8076923076923077,0.6461538461538462,0.717948717948718,"{'logistic__C': 0.1, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.6728971962616822
0.00,0.6346153846153846,0.6346153846153846,0.6346153846153846,0.7230029585798817,0.7292899408284024,0.7130177514792899,0.7307692307692307,0.6129032258064516,0.6666666666666666,"{'logistic__C': 0.1, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l1', 'logistic__solver': 'liblinear'}",0.7383177570093458
0.00,0.6538461538461539,0.6346153846153846,0.6730769230769231,0.7156065088757396,0.7056213017751478,0.7248520710059172,0.6923076923076923,0.6428571428571429,0.6666666666666666,"{'logistic__C': 0.01, 'logistic__class_weight': 'balanced', 'logistic__fit_intercept': False, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.6448598130841121
0.00,0.6442307692307693,0.6538461538461539,0.6346153846153846,0.7152366863905325,0.7056213017751478,0.7248520710059172,0.8461538461538461,0.6027397260273972,0.704,"{'logistic__C': 0.01, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'lbfgs'}",0.7009345794392523
0.00,0.6730769230769231,0.7115384615384616,0.6346153846153846,0.7407544378698225,0.7470414201183433,0.7529585798816568,0.8076923076923077,0.6363636363636364,0.711864406779661,"{'logistic__C': 0.5, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.7757009345794392
0.25,0.7115384615384616,0.6923076923076923,0.7307692307692307,0.7514792899408285,0.7514792899408284,0.7588757396449705,0.7692307692307693,0.6896551724137931,0.7272727272727273,"{'logistic__C': 0.01, 'logistic__class_weight': 'balanced', 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.794392523364486
0.25,0.75,0.7692307692307693,0.7307692307692307,0.7769970414201184,0.7855029585798817,0.7899408284023668,0.8653846153846154,0.703125,0.7758620689655172,"{'logistic__C': 0.5, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l1', 'logistic__solver': 'liblinear'}",0.719626168224299
0.25,0.7019230769230769,0.6923076923076923,0.7115384615384616,0.7511094674556213,0.7514792899408284,0.7588757396449705,0.7307692307692307,0.6909090909090909,0.7102803738317757,"{'logistic__C': 0.01, 'logistic__class_weight': 'balanced', 'logistic__fit_intercept': False, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.7289719626168224
0.25,0.75,0.7884615384615384,0.7115384615384616,0.7773668639053254,0.7840236686390532,0.7928994082840237,0.8653846153846154,0.703125,0.7758620689655172,"{'logistic__C': 0.5, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.6728971962616822
0.25,0.6634615384615384,0.6730769230769231,0.6538461538461539,0.7518491124260355,0.7514792899408284,0.7618343195266272,0.8269230769230769,0.6231884057971014,0.7107438016528925,"{'logistic__C': 0.01, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'lbfgs'}",0.6542056074766355
0.50,0.7211538461538461,0.7307692307692307,0.7115384615384616,0.7880917159763314,0.8047337278106509,0.7840236686390533,0.8076923076923077,0.6885245901639344,0.7433628318584071,"{'logistic__C': 0.05, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'lbfgs'}",0.7289719626168224
0.50,0.6923076923076923,0.6730769230769231,0.7115384615384616,0.7681213017751479,0.7721893491124261,0.7573964497041419,0.7692307692307693,0.6666666666666666,0.7142857142857143,"{'logistic__C': 0.1, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l1', 'logistic__solver': 'liblinear'}",0.7663551401869159
0.50,0.7115384615384616,0.6923076923076923,0.7307692307692307,0.7662721893491125,0.7707100591715976,0.7721893491124261,0.7692307692307693,0.6896551724137931,0.7272727272727273,"{'logistic__C': 0.01, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.7383177570093458
0.50,0.7307692307692307,0.75,0.7115384615384616,0.7899408284023668,0.8047337278106509,0.7884615384615384,0.8269230769230769,0.6935483870967742,0.7543859649122807,"{'logistic__C': 0.1, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.6728971962616822
0.50,0.7307692307692307,0.75,0.7115384615384616,0.7928994082840237,0.8076923076923077,0.7914201183431953,0.8269230769230769,0.6935483870967742,0.7543859649122807,"{'logistic__C': 2, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.7663551401869159
0.75,0.7403846153846154,0.7115384615384616,0.7692307692307693,0.8295118343195267,0.8284023668639053,0.8313609467455622,0.8269230769230769,0.7049180327868853,0.7610619469026548,"{'logistic__C': 0.5, 'logistic__class_weight': 'balanced', 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.7102803738317757
0.75,0.7980769230769231,0.7692307692307693,0.8269230769230769,0.8295118343195265,0.8284023668639053,0.8313609467455622,0.8269230769230769,0.7818181818181819,0.8037383177570093,"{'logistic__C': 2, 'logistic__class_weight': 'balanced', 'logistic__fit_intercept': False, 'logistic__max_iter': 50, 'logistic__penalty': 'l1', 'logistic__solver': 'liblinear'}",0.7570093457943925
0.75,0.7884615384615384,0.7692307692307693,0.8076923076923077,0.8258136094674556,0.8284023668639053,0.8224852071005917,0.8269230769230769,0.7678571428571429,0.7962962962962963,"{'logistic__C': 0.5, 'logistic__class_weight': 'balanced', 'logistic__fit_intercept': False, 'logistic__max_iter': 50, 'logistic__penalty': 'l1', 'logistic__solver': 'liblinear'}",0.7383177570093458
0.75,0.7019230769230769,0.7307692307692307,0.6730769230769231,0.7707100591715976,0.7810650887573964,0.7633136094674556,0.75,0.6842105263157895,0.7155963302752294,"{'logistic__C': 0.05, 'logistic__class_weight': 'balanced', 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l1', 'logistic__solver': 'liblinear'}",0.6915887850467289
0.75,0.7307692307692307,0.75,0.7115384615384616,0.7977071005917159,0.8017751479289941,0.7914201183431953,0.75,0.7222222222222222,0.7358490566037735,"{'logistic__C': 0.1, 'logistic__class_weight': 'balanced', 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l1', 'logistic__solver': 'liblinear'}",0.7289719626168224
1.00,0.7596153846153846,0.7692307692307693,0.75,0.8295118343195267,0.8298816568047337,0.8254437869822484,0.9038461538461539,0.7014925373134329,0.7899159663865546,"{'logistic__C': 5, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.719626168224299
1.00,0.7692307692307693,0.75,0.7884615384615384,0.8258136094674556,0.8298816568047337,0.8254437869822485,0.8269230769230769,0.7413793103448276,0.7818181818181819,"{'logistic__C': 0.1, 'logistic__class_weight': 'balanced', 'logistic__fit_intercept': False, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.6822429906542056
1.00,0.7692307692307693,0.7884615384615384,0.75,0.8284023668639053,0.8328402366863905,0.8254437869822484,0.9230769230769231,0.7058823529411765,0.8,"{'logistic__C': 0.5, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.794392523364486
1.00,0.7596153846153846,0.75,0.7692307692307693,0.8054733727810651,0.8076923076923077,0.8047337278106509,0.8846153846153846,0.7076923076923077,0.7863247863247863,"{'logistic__C': 0.01, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.7009345794392523
1.00,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.8258136094674557,0.8298816568047337,0.8254437869822485,0.8846153846153846,0.71875,0.7931034482758621,"{'logistic__C': 0.1, 'logistic__class_weight': 'balanced', 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.8037383177570093
0.00,0.7211538461538461,0.6538461538461539,0.7884615384615384,0.7592455621301775,0.6967455621301775,0.7988165680473372,0.7307692307692307,0.7169811320754716,0.7238095238095238,"{'logistic__C': 0.1, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.6635514018691588
0.00,0.6923076923076923,0.6153846153846154,0.7692307692307693,0.7666420118343196,0.7026627218934911,0.8047337278106508,0.6346153846153846,0.717391304347826,0.673469387755102,"{'logistic__C': 0.01, 'logistic__class_weight': 'balanced', 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'liblinear'}",0.6261682242990654
0.00,0.6538461538461539,0.5961538461538461,0.7115384615384616,0.7477810650887574,0.6952662721893491,0.7810650887573964,0.5961538461538461,0.6739130434782609,0.6326530612244898,"{'logistic__C': 0.05, 'logistic__class_weight': None, 'logistic__fit_intercept': False, 'logistic__max_iter': 50, 'logistic__penalty': 'l1', 'logistic__solver': 'liblinear'}",0.6915887850467289
0.00,0.6923076923076923,0.6730769230769231,0.7115384615384616,0.7662721893491125,0.7026627218934911,0.8047337278106508,0.7692307692307693,0.6666666666666666,0.7142857142857143,"{'logistic__C': 0.01, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'lbfgs'}",0.6822429906542056
0.00,0.7307692307692307,0.6538461538461539,0.8076923076923077,0.761094674556213,0.6967455621301775,0.8002958579881657,0.75,0.7222222222222222,0.7358490566037735,"{'logistic__C': 0.05, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'lbfgs'}",0.8130841121495327
0.25,0.6923076923076923,0.6153846153846154,0.7692307692307693,0.7551775147928994,0.6908284023668638,0.7899408284023668,0.6730769230769231,0.7,0.6862745098039216,"{'logistic__C': 1, 'logistic__class_weight': 'balanced', 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l1', 'logistic__solver': 'liblinear'}",0.7476635514018691
0.25,0.6538461538461539,0.5769230769230769,0.7307692307692307,0.7444526627218937,0.6893491124260356,0.7810650887573964,0.5961538461538461,0.6739130434782609,0.6326530612244898,"{'logistic__C': 0.1, 'logistic__class_weight': 'balanced', 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l1', 'logistic__solver': 'liblinear'}",0.7289719626168224
0.25,0.7115384615384616,0.6730769230769231,0.75,0.7677514792899408,0.705621301775148,0.8062130177514794,0.7884615384615384,0.6833333333333333,0.7321428571428571,"{'logistic__C': 0.01, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'lbfgs'}",0.6915887850467289
0.25,0.7115384615384616,0.6730769230769231,0.75,0.7677514792899408,0.705621301775148,0.8062130177514794,0.7884615384615384,0.6833333333333333,0.7321428571428571,"{'logistic__C': 0.01, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'lbfgs'}",0.6635514018691588
0.25,0.6923076923076923,0.6153846153846154,0.7692307692307693,0.7540680473372783,0.6893491124260356,0.7928994082840237,0.6730769230769231,0.7,0.6862745098039216,"{'logistic__C': 0.5, 'logistic__class_weight': 'balanced', 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l1', 'logistic__solver': 'liblinear'}",0.7289719626168224
0.50,0.7211538461538461,0.6346153846153846,0.8076923076923077,0.775887573964497,0.7026627218934912,0.8298816568047338,0.7115384615384616,0.7254901960784313,0.7184466019417476,"{'logistic__C': 0.1, 'logistic__class_weight': 'balanced', 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l1', 'logistic__solver': 'liblinear'}",0.7009345794392523
0.50,0.7115384615384616,0.6153846153846154,0.8076923076923077,0.7814349112426036,0.6937869822485206,0.8298816568047337,0.7692307692307693,0.6896551724137931,0.7272727272727273,"{'logistic__C': 0.01, 'logistic__class_weight': None, 'logistic__fit_intercept': True, 'logistic__max_iter': 50, 'logistic__penalty': 'l2', 'logistic__solver': 'lbfgs'}",0.6635514018691588
